Jobid	Jobname	URL	Location	Date	Company	Description
11	Java Developer	https://pe.linkedin.com/jobs/view/java-developer-at-aynitech-group-3642018953?refId=5%2FW9PIyaFoTMqh%2FLulXk2A%3D%3D&trackingId=GvsIm3MSAXQwAOjnmI15OQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	2 weeks ago	AYNITECH GROUP	"Job Responsibilities
Java developer responsibilities include designing and developing high-volume, low-latency applications for mission-critical systems and delivering high-availability and performance
Contribute in all phases of the development lifecycle
Write well designed, testable, efficient code
Ensure designs are in compliance with specifications
Prepare and produce releases of software components
Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review
Job Skills
BS/MS degree in Computer Science, Engineering, MIS or similar relevant field
Previous working experience in Java development for (x) year(s)
A love for developing software and solving difficult problems with simple solutions
Experience in developing applications using Java EE platforms
Experience in Spring, Struts, or equivalent J2EE framework software
Working knowledge and experience with JQuery, Ajax, JSON, CSS, HTML
Excellent skills in DB Schema design and SQL development
Excellent knowledge of SQL and hands on experience with ORM frameworks such as Hibernate
Ability to solve problems creatively and effectively
Experience working in an Agile/Scrum development process"
12	Desarrollador de back-end	https://pe.linkedin.com/jobs/view/desarrollador-de-back-end-at-tata-consultancy-services-3603038275?refId=5%2FW9PIyaFoTMqh%2FLulXk2A%3D%3D&trackingId=S3H3czuFopqhgHMKVSRxPQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Peru	2 weeks ago	Tata Consultancy Services	"Tata Consultancy Services es una empresa de servicios de TI, consultoría y soluciones de negocios que se asocia con varias grandes empresas globales para acompañarlos en su trayectoria de transformación. TCS ofrece una cartera integrada enfocada en consultoría y basada en Cognitive de servicios TI, Servicios de Tecnología y Negocios, e ingeniería. Todo esto se ofrece por medio de su único modelo de entrega Ágil de ubicación independiente (Location Independent Agile), reconocido como el parámetro de excelencia en desarrollo de aplicaciones. Como parte del Grupo Tata, el conglomerado industrial más grande de la India, TCS posee más de 390,000 de los consultores mejor capacitados del mundo en 46 países. La empresa generó una facturación consolidada de $17.6 mil millones de dólares en el año fiscal que finalizó el 31 de marzo de 2017, y cotiza en la BSE (anteriormente la Bolsa de Valores de Bombay) y la NSE (Bolsa Nacional de Valores) de la India. Para mayor información, visítenos en www.tcs.com. TATA Consultancy Services (TCS) es un empleador que trabaja sobre la base a méritos y no solicita dinero a postulantes; ni utiliza agencia alguna para hacer ofertas en representación de TCS.
Puesto: Java Apis Microservicios
Requisitos:
Experiencia mínima de 3 años como Desarrollador Java
Experiencia en contenedores Docker y Kubernetes
Conocimiento en Azure
Conocimiento en JWT
Conocimiento de Java 8 u 11
Conocimiento de Spring
Experiencia en Microservicios
Beneficios:
-Línea de carrera dentro de la Organización.
- Remuneración competitiva en el mercado.
-Capacitaciones internas y externas para la mejora y aprendizaje continuo.
TATA Consultancy Services (TCS) es un empleador que trabaja en base a méritos y no solicita dinero a postulantes ni utiliza agencia alguna para hacer ofertas en representación de TCS."
13	Fullstack Developer	https://pe.linkedin.com/jobs/view/fullstack-developer-at-sap-3653769248?refId=5%2FW9PIyaFoTMqh%2FLulXk2A%3D%3D&trackingId=s60lfj3gf5Tpm4FFfnKz6g%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	1 week ago	SAP	"We help the world run better
Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from.Apply now!
What You'll Do
As a Software Developer, you will work with Product Managers, UX Designers, Developers and Quality Engineers in an agile scrum environment to accelerate innovations for SAP Ariba Supply Chain Collaboration and expand the SAP Ariba Network. We are looking for bright engineers who are passionate about solving complex business problems with purposeful, beautiful software, and have fun while doing it.
To Succeed In This Position, You Must Be Able To
You will work with SAP Ariba Cloud technologies such as Java, Spring Boot, Angular, Microservices, and SAP HANA.
Build and deliver Supply Chain Collaboration features using Agile and Scrum development methodologies
Participate in each stage of the Software Development Lifecycle (analyze, design, implement, test, deploy and maintain) and take full ownership and responsibility of your work within the team.
Work on full-stack development (UI, business logic, persistence, etc.).
Shows initiative and drives topics to resolution in a high level of quality, speed, reliability and efficiency to ensure product success.
Work collaboratively with cross-functional team members in different time zones. Support others in resolving issues.
What You Bring
Bachelor's in computer science or engineering, Master’s preferred
3+ years of development experience developing and maintaining production grade software
Excellent Java and SQL skills
Excellent verbal and written communication skills in English
Experience with Angular, Node.js, REST, Spring Boot, Maven, GitHub, etc. Hands-on experience with at least one scripting language (i.e. Java Script, Perl).
Good database concepts and experience with at least 1 database technology (i.e. SQL or NoSQL)
Meet the team
The SAP Ariba Supply Chain Collaboration team is one of the fastest growing teams within the SAP Ariba Network, the largest business-to-business network in the world with over 3.6 million connected companies in over 190 countries. Our solution enables customers to manage and run an efficient supply chain and helps them collaborate with direct materials suppliers through innovative planning and execution processes.
We build breakthroughs together
SAP innovations help more than 400,000 customers worldwide work together more efficiently and use business insight more effectively. Originally known for leadership in enterprise resource planning (ERP) software, SAP has evolved to become a market leader in end-to-end business application software and related services for database, analytics, intelligent technologies, and experience management. As a cloud company with 200 million users and more than 100,000 employees worldwide, we are purpose-driven and future-focused, with a highly collaborative team ethic and commitment to personal development. Whether connecting global industries, people, or platforms, we help ensure every challenge gets the solution it deserves. At SAP, we build breakthroughs, together.
We win with inclusion
SAP’s culture of inclusion, focus on health and well-being, and flexible working models help ensure that everyone – regardless of background – feels included and can run at their best. At SAP, we believe we are made stronger by the unique capabilities and qualities that each person brings to our company, and we invest in our employees to inspire confidence and help everyone realize their full potential. We ultimately believe in unleashing all talent and creating a better and more equitable world.
SAP is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to the values of Equal Employment Opportunity and provide accessibility accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with SAP and are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team: Careers@sap.com
For SAP employees: Only permanent roles are eligible for the SAP Employee Referral Program, according to the eligibility rules set in the SAP Referral Policy. Specific conditions may apply for roles in Vocational Training.
EOE AA M/F/Vet/Disability
Qualified applicants will receive consideration for employment without regard to their age, race, religion, national origin, ethnicity, age, gender (including pregnancy, childbirth, et al), sexual orientation, gender identity or expression, protected veteran status, or disability.
Successful candidates might be required to undergo a background verification with an external vendor.
Requisition ID: 370415 | Work Area: Software-Design and Development | Expected Travel: 0 - 10% | Career Status: Professional | Employment Type: Regular Full Time | Additional Locations: ."
14	Developer Backend	https://pe.linkedin.com/jobs/view/developer-backend-at-tata-consultancy-services-3586094901?refId=5%2FW9PIyaFoTMqh%2FLulXk2A%3D%3D&trackingId=1FHmSmGHZ6WS7q4EKyomDg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Peru	2 weeks ago	Tata Consultancy Services	"Tata Consultancy Services es una empresa de servicios de TI, consultoría y soluciones de negocios que se asocia con varias grandes empresas globales para acompañarlos en su trayectoria de transformación.
TCS ofrece una cartera integrada enfocada en consultoría y basada en Cognitive de servicios TI, Servicios de Tecnología y Negocios, e ingeniería. Todo esto se ofrece por medio de su único modelo de entrega Ágil de ubicación independiente (Location Independent Agile), reconocido como el parámetro de excelencia en desarrollo de aplicaciones. Como parte del Grupo Tata, el conglomerado industrial más grande de la India, TCS posee más de 390,000 de los consultores mejor capacitados del mundo en 46 países.
La empresa generó una facturación consolidada de $17.6 mil millones de dólares en el año fiscal que finalizó el 31 de marzo de 2017, y cotiza en la BSE (anteriormente la Bolsa de Valores de Bombay) y la NSE (Bolsa Nacional de Valores) de la India.
TATA Consultancy Services (TCS) es un empleador que trabaja en base a méritos y no solicita dinero a postulantes ni utiliza agencia alguna para hacer ofertas en representación de TCS.
Perfil: Developer Backend
Técnico o Universitario en ingeniería de sistemas, informática, computación o afines
2 años de experiencia como desarrollador Backend
Experiencia y Conocimientos:
Java 8 o 11
Solidos conocimientos en spring boot, spring data, Spring Security
Microservicios
Conocimientos de contenedores docker y kubernetes (obligatorio)
SQL Server
Patrones de diseño (singleton)
Conocimiento del JWT
Conocimiento de Git, Junit
Conocimiento de entornos de azure, devops y bitbucket
Conocimientos Generales
Conocimientos sobre Agiles
Conocimientos básicos sobre Banca .
Conocimientos básicos de base de datos.
Conocimientos sobre el aseguramiento de la calidad del desarrollo.
Beneficios
:
Ingreso a planilla desde el primer día de labores.
Línea de carrera dentro de la Organización.
Capacitaciones internas y externas para la mejora y aprendizaje continuo."
15	Fullstack developer	https://pe.linkedin.com/jobs/view/fullstack-developer-at-play-group-3658346338?refId=5%2FW9PIyaFoTMqh%2FLulXk2A%3D%3D&trackingId=gn0q2U6h8q2K7GU5RJhOpw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card	Miraflores, Lima, Peru	4 days ago	PLAY Group	"Descripción de empleo
¡Hola! En PLAY Group, estamos en busca de un perfil con la mejor actitud para trabajar en un proyecto de Desarrollo Web.
Fullstack developer:
Deseable conocimiento de AWS
Conocimientos de Software GIT.
Conocimientos de Herramientas para desarrollo
Front Vue, Angular o React
Conocimientos de Herramientas para desarrollo
PHP, Node.js o Python
Conocimientos de Herramientas para desarrollo de Bases de Dato
SQL o NoSQL
Experiencia en desarrollo de Ecommerce
Capacidad para desarrollo FullStack.
Funciones:
Proponer tecnología necesaria para la implementación de diversos proyectos asociados al equipo.
Apoyar en el desarrollo Front-End o Back-End para la implementación de los proyectos.
Documentar y mantener la funcionalidad de los proyectos.
Requisitos:
Experiencia mínima de 2 años en posiciones relacionadas con el puesto."
16	Java Developer	https://pe.linkedin.com/jobs/view/java-developer-at-inetum-3660602247?refId=5%2FW9PIyaFoTMqh%2FLulXk2A%3D%3D&trackingId=TghRZIOxHC1OpNU21JGQ6w%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Peru	1 day ago	Inetum	"Somos Inetum, una compañía de servicios ágiles que proporciona soluciones digitales y un grupo global de tecnólogos que acompaña a sus clientes en el proceso de digitalización aprovechando al máximo el digital flow.
Ofrecemos a nuestros clientes una combinación única de proximidad, organización sectorial y soluciones de calidad. Presente en más de 26 países, el Grupo tiene cerca de 27.000 colaboradores y apunta a continuar creciendo.
¡En Inetum acompañamos a nuestros clientes y colaboradores en su camino al éxito!
Si te gusta reinventarte y resolver problemas con nuevas estrategias, trabajar en proyectos de IT y de negocios: ¡Postula ahora!
Actualmente nos encontramos en búsqueda de
(02) Desarrolladores Java
que se integren a nuestro equipo en un importante proyecto con una prestigiosa entidad.
¿Qué perfil buscamos?
• Bachiller en Ingeniería de Sistemas y/o Ingeniería Electrónica y/o Ingeniería Industrial y/o afines.
• Se considerará la experiencia general a partir de la condición de egresado de la universidad.
• Experiencia mínima de 3 años desempeñándose como desarrollador o programador o analista programador.
• Experiencia mínima de 1 año implementando Microservicios.
• Experiencia mínima de 1 año manejando JWT.
• Experiencia en por lo menos 3 proyectos o servicios como desarrollador o programador o analista programador utilizando Spring Framework y Spring Boot.
• Experiencia a nivel intermedio o avanzado en Java 8
• Conocimiento en Angular, Spring Cloud, Contenedores, Java 11 (deseable)
Funciones
Cumplir las tareas asignadas por los líderes según la metodología definida.
Desarrollo de las opciones en la nueva arquitectura.
Pruebas unitarias de las opciones desarrolladas.
Cumplir con la metodología de desarrollo establecido y uso de las herramientas.
¿Cuáles son los detalles del puesto?
Remuneración en planilla con las condiciones de ley.
Concepto por movilidad.
EPS (opcional).
Beneficios corporativos y descuentos por ser parte del equipo Inetum.
Capacitaciones constantes acorde a tu línea de carrera y otras de interés general.
Participar en proyecto de gran envergadura.
Conoce más de nosotros en www.inetum.com/es o visita nuestras redes sociales como Inetum Perú para conocer más de nuestra cultura corporativa y metodologías de trabajo.
¡Te esperamos!
En Inetum promovemos la diversidad de género, origen étnico, nacionalidad, la inclusión de personas con discapacidad y/o habilidades diferentes mediante la igualdad de oportunidades en todos los procesos y buscamos ampliar las oportunidades de desarrollo profesional."
17	Analista Programador Full Stack	https://pe.linkedin.com/jobs/view/analista-programador-full-stack-at-valtx-3650794953?refId=5%2FW9PIyaFoTMqh%2FLulXk2A%3D%3D&trackingId=BaUAq4gVv9nmRoQs1iiK7Q%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card	San Borja, Lima, Peru	4 weeks ago	Valtx	"En Valtx, empresa con 21 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura tecnológica para el negocio; y consultoría en diversos procesos de transformación, nos encontramos en la búsqueda de un ANALISTA PROGRAMADOR FULL STACK - REACT/.NET
¿Qué requisitos necesito?
Titulado o Bachiller en una de las siguientes carreras universitarias: Ingeniería de Sistemas, Ingeniería de Sistemas e Informática, Ingeniería Informática, Ingeniería de Sistemas y Computación, Ciencias de la Computación, Ingeniería de Software o carreras afines.
Experiencia mínima de 2 años desempeñándose como FullStack Developer o Programador FullStack.
Conocimiento de lenguajes de programación (React en el front, backend .Net y Base de Datos SQL Server)
Experiencia en ambientes OnPremise.
Certificación en Metodologías Agiles (Scrum Master) o un curso en Metodologías Agiles.
Experiencia en Negocios Financieros (deseable)."
18	Analista Programador Full Stack	https://pe.linkedin.com/jobs/view/analista-programador-full-stack-at-valtx-3651000071?refId=5%2FW9PIyaFoTMqh%2FLulXk2A%3D%3D&trackingId=aFv32sv7lJlEi6rl2fsD6w%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card	San Borja, Lima, Peru	4 weeks ago	Valtx	"En Valtx, empresa con 21 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura tecnológica para el negocio; y consultoría en diversos procesos de transformación, nos encontramos en la búsqueda de un ANALISTA PROGRAMADOR FULL STACK - REACT/.NET
¿Qué requisitos necesito?
Titulado o Bachiller en una de las siguientes carreras universitarias: Ingeniería de Sistemas, Ingeniería de Sistemas e Informática, Ingeniería Informática, Ingeniería de Sistemas y Computación, Ciencias de la Computación, Ingeniería de Software o carreras afines.
Experiencia mínima de 2 años desempeñándose como FullStack Developer o Programador FullStack.
Conocimiento de lenguajes de programación (React en el front, backend .Net y Base de Datos SQL Server)
Experiencia en ambientes OnPremise.
Certificación en Metodologías Agiles (Scrum Master) o un curso en Metodologías Agiles.
Experiencia en Negocios Financieros (deseable)."
19	Desarrollador Java Backend	https://pe.linkedin.com/jobs/view/desarrollador-java-backend-at-tata-consultancy-services-3637369039?refId=5%2FW9PIyaFoTMqh%2FLulXk2A%3D%3D&trackingId=sHTkuLntM%2FXTbSldpxVPDA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Peru	3 weeks ago	Tata Consultancy Services	"Tata Consultancy Services es una empresa de servicios de TI, consultoría y soluciones de negocios que se asocia con varias grandes empresas globales para acompañarlos en su trayectoria de transformación. TCS ofrece una cartera integrada enfocada en consultoría y basada en Cognitive de servicios TI, Servicios de Tecnología y Negocios, e ingeniería. Todo esto se ofrece por medio de su único modelo de entrega Ágil de ubicación independiente (Location Independent Agile), reconocido como el parámetro de excelencia en desarrollo de aplicaciones. Como parte del Grupo Tata, el conglomerado industrial más grande de la India, TCS posee más de 390,000 de los consultores mejor capacitados del mundo en 46 países. La empresa generó una facturación consolidada de $17.6 mil millones de dólares en el año fiscal que finalizó el 31 de marzo de 2017, y cotiza en la BSE (anteriormente la Bolsa de Valores de Bombay) y la NSE (Bolsa Nacional de Valores) de la India. Para mayor información, visítenos en www.tcs.com. TATA Consultancy Services (TCS) es un empleador que trabaja sobre la base a méritos y no solicita dinero a postulantes; ni utiliza agencia alguna para hacer ofertas en representación de TCS.
Puesto: Desarollador Java Backend
Requisitos:
Java
Spring Boot
Microservicio
Hibernate
Pruebas Unitarias
BD Oracle/SQL Server
Shell Script
SOAPUI/Postman/JMeter
AWS
Ofrecemos:
• Remuneración competitiva en el mercado.
• Oportunidad de unirte y trabajar en una de las empresas más importantes en IT.
• Capacitación y entrenamiento en áreas de tecnologías de la información.
• Línea de carrera progresiva y a largo plazo a nivel local y global.
TATA Consultancy Services (TCS) es un empleador que trabaja en base a méritos y no solicita dinero a postulantes ni utiliza agencia alguna para hacer ofertas en representación de TCS."
20	Analista Programador .Net Core/ Angular	https://pe.linkedin.com/jobs/view/analista-programador-net-core-angular-at-efitec-corporation-3657619442?refId=5%2FW9PIyaFoTMqh%2FLulXk2A%3D%3D&trackingId=xAda3gAvrn1GwmS0yFeLew%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card	San Borja, Lima, Peru	5 days ago	Efitec-Corporation	"En Efitec nos encontramos en la búsqueda de profesionales con experiencia aplicada en .Net Core y Angular
Requisitos
Egresado técnico o universitario de la carrera de Ingeniería de Sistemas, Informática o a fines
Experiencia mínima de 3 años como Desarrollador y/o Analista Programador
Posibilidad de trabajo SEMIPRESENCIAL (3 días presencial)
Experiencia framework frontend con Angular
Experiencia framework backend con .Net Core
Conocimientos en SQL Server y Oracle
Manejo de IDE (Visual Studio, Visual Code)
Manejo de HTML5, CSS3 y javascript
Funciones
Investigar, analizar, desarrollar e implementar soluciones
Realizar el mantenimiento y actualizaciones de softwares y aplicaciones
Análisis e implementación de mejoras.
Proporcionar asistencia a los usuarios que utilizan los programas y aplicaciones desarrolladas.
Beneficios
Contratación por planilla MYPE
Puntualidad en pagos
Acceso a EPS
Horarios estables.
Trabajar junto con un equipo dispuesto a compartir conocimiento y desafíos.
Oportunidad de crecimiento laboral.
Integrar una empresa que se encuentra en proceso de expansión.
¡Postula y forma parte de nuestra familia corporativa!"
21	Analista de Gestión Comercial	https://pe.linkedin.com/jobs/view/analista-de-gesti%C3%B3n-comercial-at-scotiabank-3599234633?refId=bHxmBgMwzggeUKOl%2BBwy0Q%3D%3D&trackingId=9nDYnRpAyviSoL44brTXHQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card	San Isidro, Lima, Peru	2 weeks ago	Scotiabank	"Gracias por tu interés en ser parte de Scotiabank Perú, apreciamos tu postulación. Estamos en la búsqueda de personas con talento que quieran crecer y lograr los objetivos de nuestra organización. ¡Te deseamos mucho éxito dentro de este proceso!
Misión
Contribuye al éxito general del Área de Wealth Management en Perú garantizando que los objetivos, planes e iniciativas individuales específicas se lleven a cabo o se cumplan en apoyo a las estrategias y objetivos de negocios del equipo. Garantiza que todas las actividades realizadas se desarrollen de conformidad con las normas, políticas y procedimientos internos vigentes.
¿A qué retos te enfrentarás?
Promueve una cultura centrada en el cliente a fin de profundizar las relaciones con los clientes y aprovechar las amplias relaciones del Banco, así como sus sistemas y conocimientos.
Realizar el seguimiento a los objetivos de crecimiento de AUM e ingresos por Banca y Segmento de Fondos Mutuos mediante la elaboración de reportes de gestión.
Generación y seguimiento de los principales indicadores del Balance Score Card del equipo de Asesoría Wealth Management.
Monitoreo y análisis de la industria de Fondos Mutuos.
Brindar soporte en la generación de leads y métricas para medir el rendimiento de las campañas y acciones comerciales enfocadas en incrementar la penetración de los productos de inversión.
Gestionar el envio de comunicaciones (cartas, lanzamientos de nuevos productos, etc) a nuestros partícipes de forma física y virtual.
Comprende la cultura de riesgo del Banco y cómo debe considerarse el apetito de riesgo en las actividades y decisiones diarias.
Realiza activamente operaciones eficaces y eficientes en sus áreas respectivas, a la vez que garantiza la idoneidad, el cumplimiento y la eficacia de los controles de negocios diarios a fin de cumplir con las obligaciones destinadas a reducir el riesgo operacional, el riesgo de incumplimiento reglamentario, el riesgo de lavado de dinero y de financiamiento al terrorismo y el riesgo de conducta, entre las que se incluyen las responsabilidades establecidas bajo el Marco de Gestión del Riesgo Operacional, el Marco de Gestión de Riesgo del Incumplimiento Reglamentario, el Manual Internacional de Prevención del Lavado de Dinero y Financiamiento al Terrorismo y las Pautas para la Conducta en los Negocios.
¿Qué esperamos de ti?
Formación Deseable:
Estadística, Ingeniería Industrial y afines
Experiencia Mínima
Analista de Producto / Data Management / Gestión Comercial 1-2 años
Tipo De Conocimiento
Propios del puesto:
Análisis de Datos,
Informáticos:
Excel Avanzado, Power BI Intermedio, Programación SQL, R (Intermedio)
Agradecemos tu interés, sin embargo, únicamente los candidatos/as seleccionados para entrevista serán contactados.
Scotiabank Perú es una empresa incluyente, que respeta la diversidad y no hace ningún tipo de discriminación*
Al dar clic sobre la opción “Aplicar ahora” estás confirmando haber sido informado sobre las condiciones para el tratamiento de datos personales descritas líneas arriba.
CONDICIONES PARA EL TRATAMIENTO DE DATOS PERSONALES
En Cumplimiento De Lo Dispuesto Por La Ley N° 29773, Ley De Protección De Datos Personales y Su Reglamento Aprobado Por Decreto Supremo N° 003-2013-JUS, Scotiabank Desea Poner De Conocimiento De Sus Trabajadores, Los Siguientes Aspectos Relacionados Con Sus Datos Personales
Scotiabank S.A.A. (en adelante “EL EMPLEADOR”) es el titular del banco de datos personales en el que se almacenan los datos personales facilitados para tramitar la presente solicitud o contrato. EL EMPLEADOR es una institución financiera que forma parte del grupo económico internacional de The Bank of Nova Scotia (en adelante “BNS”), con domicilio en Av. Dionisio Derteano 102 – San Isidro. La existencia de este banco de datos personales ha sido declarada a la Autoridad Nacional de Protección de Datos Personales, mediante su inscripción en el Registro de Protección de Datos Personales con la denominación “Candidatos” y el código: RNPDP N° 346.
Finalidades necesarias para la postulación: El tratamiento de los datos personales es condición necesaria para los fines propios de la evaluación, preparación, celebración del proceso de selección en el que usted desea participar. Estos será utilizados para: (i) la evaluación la idoneidad y rendimiento como postulante y trabajador; (ii) tomar decisiones vinculadas al puesto de trabajo; (iii) el cumplimiento de los requerimientos legales y normativos de cualquier regulador nacional o extranjero; (iv) otras finalidades que no requieran consentimiento expreso de acuerdo a la legislación.
Trasferencia y destinatarios: EL EMPLEADOR podrá trasferir y dar tratamiento a sus datos personales, de manera directa o por intermedio de terceros (Grupo SBP (*) , BNS, aliados comerciales y/o proveedores, nacionales o internacionales, que podrá consultar en la página web www.scotiabank.com.pe ) para los fines propios de la relación contractual y para las finalidades adicionales, en caso usted las autorice.
Plazo de conservación: Los datos personales se conservarán de forma indefinida.
Derechos del titular de los datos: Como titular de sus datos personales, usted tiene los derechos de acceder a sus datos en posesión de EL EMPLEADOR, conocer las características de su tratamiento; rectificarlos en caso de ser inexactos o incompletos; solicitar sean suprimidos o cancelados al considerarlos innecesarios para las finalidades previamente expuestas o bien oponerse a su tratamiento para fines específicos. Usted puede, en cualquier momento, revocar el consentimiento brindado para las finalidades adicionales o ejercer los otros derechos que la ley otorga, para lo cual deberá presentar una solicitud escrita dirigida al Área de Recursos Humanos, o un mail al correo seleccion@scotiabank.com.pe , incluyendo su nombre completo, descripción clara y precisa de los datos respecto de los que busca ejercer sus derechos y otros elementos o documentos que faciliten la localización de los datos.
EL EMPLEADOR declara que ha adoptado las medidas necesarias para mantener seguros sus datos personales. Puede consultar más detalle sobre nuestras políticas de privacidad en www.scotiabank.com.pe .
(*) El Grupo Scotiabank Perú (en adelante “Grupo SBP”) son: Scotiabank, Scotia Bolsa, Scotia Fondos, Profuturo AFP, CrediScotia Financiera, Scotia Contacto, Caja Cencosud Scotiabank y otras que se aprecian en la página web www.scotiabank.com.pe o aquellas que pudieran crearse en el futuro y que se incluirán en dicha lista."
22	Practicante de Gestión de Información y Proyectos	https://pe.linkedin.com/jobs/view/practicante-de-gesti%C3%B3n-de-informaci%C3%B3n-y-proyectos-at-pac%C3%ADfico-seguros-3643515754?refId=bHxmBgMwzggeUKOl%2BBwy0Q%3D%3D&trackingId=rsvWhn%2B%2BYMqgw3Yn4tdU7g%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card	San Isidro, Lima, Peru	2 weeks ago	Pacífico Seguros	"Descripción del puesto
En Pacífico Seguros buscamos sumar a nuestro equipo a los mejores talentos para #ProtegerLaFelicidadDeLasPersonas. Es por ello que, nos encontramos en búsqueda de un(a) Practicante de Gestión de Información y Proyectos.
Generación de Reportes periódicos para los equipos de Operaciones.
Soporte en la generación y monitoreo de Indicadores KPI.
Actualización de tableros de Power BI.
Soporte en actualización de información de utilidad para los equipos de Operaciones.
Mantenimiento de procesos para los equipos de Operaciones.
Monitoreo de caídas en los procesos automáticos.
Actualización de inventario de procesos.
Seguimiento a los Proyectos de los equipos de Operaciones.
Convocar a los Stakeholders para la actualización de sus iniciativas y avance de estos.
Requisitos
Universitario en curso de carreras de Ingeniería Industrial, Ingeniería de Sistemas, Administración, Economía o afines.
Conocimientos en estadística, manejo de data e información y programación.
Manejo de Excel a nivel Avanzado.
Conocimientos de bases de datos y lenguaje de programación SQL a nivel intermedio.
Conocimientos de Power BI.
Manejo del idioma ingles a nivel intermedio.
Beneficios
Pertenecer a una empresa Credicorp.
Beneficios corporativos.
Oportunidades de desarrollo.
Seguro FOLA."
23	Analista de Datos e Innovación / Analista de HR Analytics - Experiencia en RRHH / Semipresencial	https://pe.linkedin.com/jobs/view/analista-de-datos-e-innovacio%CC%81n-analista-de-hr-analytics-experiencia-en-rrhh-semipresencial-at-apuesta-total-3648764087?refId=bHxmBgMwzggeUKOl%2BBwy0Q%3D%3D&trackingId=cLkRWJ57k%2FHHUTUjVb2ahw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card	Santiago de Surco, Lima, Peru	2 weeks ago	Apuesta Total	"Apuesta Total, Empresa Líder En El Mercado Peruano En El Rubro De Entretenimiento En Canales Online, Retail y Teleservicios, Se Encuentra En La Búsqueda De Tu Talento Para Ocupar El Cargo De Analista De Datos e Innovación / Analista De HR Analytics - Experiencia En RRHH / Semipresencial
REQUISITOS:
Bachiller o titulado de las carreras de Administración, Negocios Internacionales, Ingeniería Industrial, Economía y/o afines
Estudios de post grado en relacionados con el puesto.
Experiencia mínima de 2 años como Asistente de HR Analytics, Asistente de control de gestión, Analista de HR Analytics, Analista de control de gestión.
Dominio de Excel a nivel Avanzado (Indispensable).
Dominio de Power Bi a nivel intermedio (Indispensable).
Dominio de Ingles a nivel Intermedio (Deseable).
Conocimiento de KPI´S, indicadores de gestión, OKR´s, Tabla de Bases de Datos (SQL /Tableu) (Indispensable)
Dominio de Power apps o similares. (Deseable)
FUNCIONES:
Coordinar, recopilar, revisar y analizar los datos e información de la gerencia con el objetivo de proponer variables de administración efectiva en la gestión de la gerencia.
Actualizar e innovar los indicadores de gestión, según la necesidad de la Gerencia de Gestión del Talento y el negocio.
Elaborar presentaciones y reportes ejecutivos/operativos de los indicadores de gestión con la finalidad de realizar un seguimiento efectivo a la gestión, así como también identificar y/o capitalizar oportunidades de mejora.
Liderar, participar y ejecutar proyectos de mejora para la gerencia con el objetivo de generar eficiencia en los procesos del área.
Generar bases de datos relacionales con información de valor de la gerencia y de las líneas de gestión del negocio.
Otras que le puedan ser asignadas por el superior inmediato.
BENEFICIOS:
Remuneración acorde al mercado.
Trabajo semipresencial en el distrito de Surco.
Ingreso a planilla con todos los beneficios de ley. (Gratificaciones, CTS, asignación familiar, Vacaciones, Essalud)
Excelente clima laboral.
¡Postula a esta gran familia!"
